_fsep_query_state|brief_desc|contact_name|directory_name|directory_type|distance|listing_desc|listing_id|listing_image|listing_name|location_address|location_city|location_state|location_street|location_x|location_y|location_zipcode|media_blog|media_facebook|media_instagram|media_pinterest|media_twitter|media_website|media_youtube|mydesc|term|updatetime
AL|||agritourism business|agritourism|1000||1919|default-agritourism-4-3.jpg|Daniel Allman / Allman Farms|866 County Highway 29, Oneonta, AL 35121|Oneonta|Alabama||-86.4300310894868|33.9322213060904|35121||https://www.facebook.com/allmanfarms||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||1964|default-agritourism-4-3.jpg|Aplin Farms|327 W. co. rd. 70, Slocomb, AL, 36375|Slocomb|Alabama||-85.5407100382916|31.1637640004809|36375||https://www.facebook.com/aplinfarms/produce.html||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2033|default-agritourism-4-3.jpg|Autauga Hill Farms|152 Co Rd 27, Prattville, AL 36067|Prattville|Alabama||-86.5391289845757|32.4228380072968|36067||https://www.facebook.com/autaugahillfarms||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2054|default-agritourism-4-3.jpg|Backyard Barnyard Petting Zoo|1026 Brown Road, Danville, AL 35619|Danville|Alabama||-87.095021999951|34.4940839821911|35619||https://www.facebook.com/backyardbarnyardpettingzoo||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2057|default-agritourism-4-3.jpg|Bagwell Farm|227 County Road 721, Cullman, AL 35055|Cullman|Alabama||-86.7719864498944|34.1595650053748|35055||https://www.facebook.com/bagwellblueberryfarm||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2070|default-agritourism-4-3.jpg|Barber Berry Farm, LLC|2362 Alabama River Parkway, Millbrook, Alabama, 36054|Millbrook|Alabama||-86.3250460412004|32.4353839980603|36054||https://www.facebook.com/barberberryfarmupick||||https://www.barberberryfarm.com/directions.html||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2107|default-agritourism-4-3.jpg|BBB Farm|700 B Grandbay Wilmer Road N, Mobile, AL 36608|Mobile|Alabama||-88.3715140206607|30.7031450191062|36608||https://www.facebook.com/bbbfarms/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2121|default-agritourism-4-3.jpg|Bear Mountain Blueberry Farm|245 Clayton Road, Springville, AL 35146|Springville|Alabama||-86.5494614289607|33.7467971538551|35146||https://www.facebook.com/bearmountainblueberries||||https://bearmountainblueberryfarm.vpweb.com/mapcontact||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2136|default-agritourism-4-3.jpg|Bedsole Produce|973 S. Co Rd 49, Slocomb, AL 36375|Slocomb|Alabama||-85.5304008147738|31.1464390400027|36375||https://www.facebook.com/bedsolefarm/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2169|default-agritourism-4-3.jpg|Bell Farms|329 Iris Road, Dothan, AL 36301|Dothan|Alabama||-85.4010430880145|31.1374692240377|36301||https://www.facebook.com/bellfarms||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2184|default-agritourism-4-3.jpg|Bennett's Blueberry Farm|535 Ellie's Lane, Anniston, AL 36207|Anniston|Alabama||-85.732280027928|33.6596029920781|36207||https://www.facebook.com/bennetts-blueberry-farm-131810473523624||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2292|default-agritourism-4-3.jpg|Blair's Nursery & Gifts|001 Dawes Lane North, Mobile, AL 36619|Mobile|Alabama||-88.2526292367817|30.607532091338|36619||https://www.facebook.com/blairs-nursery-gifts/115975935090472||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2378|default-agritourism-4-3.jpg|Blue Moon Farm|620 Tom Gaston Road, Mobile, AL 36695|Mobile|Alabama||-88.3643823680647|30.5965063974904|36695||https://www.facebook.com/bluemoonfarm36695||||http://bluemoonfarm-grandbay.com/blueberry-u-pick||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2483|default-agritourism-4-3.jpg|Bretts Garden|030 County Road 29, Abbeville, AL 36310|Abbeville|Alabama||-85.2781821234577|31.6213151776971|36310||https://www.facebook.com/brettsgarden||||https://www.brettsgarden.com/u-pick.html||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2516|default-agritourism-4-3.jpg|Brown Farms|384 Walnut Grove Road, New Market, AL 35761|New Market|Alabama||-86.4973049641109|34.9521660129317|35761||https://www.facebook.com/brownfarmsal/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2661|default-agritourism-4-3.jpg|Central Alabama Honey & Apiary, LLC|116 Shady Lake Trail, Alabaster, AL 35007|Alabaster|Alabama||-86.7530199823682|33.2239930113889|35007||https://www.facebook.com/centralalabamahoney||||https://www.centralalabamahoney.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2752|default-agritourism-4-3.jpg|Coastal Honey Farm|099 County Road 91, Lillian, AL 36549|Lillian|Alabama||-87.4805598406195|30.3850795578994|36549||https://www.facebook.com/coastalhoneyfarm||||https://thecoastalhoneyfarm.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2766|default-agritourism-4-3.jpg|Collinette Flowers|191 Dry Creek Cove Cir, Laceys Spring, AL 35754|Laceys Spring|Alabama||-86.6173059896647|34.5203200096825|35754||https://www.facebook.com/collinetteflowers||||https://www.collinetteflowers.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2785|default-agritourism-4-3.jpg|Cooper Organic Farms|County Road 72, Ariton, AL  36311|Ariton|Alabama||-85.5742953824186|31.6365889964664|36311||https://www.facebook.com/cooperfarmalabama/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2793|default-agritourism-4-3.jpg|CornDodgers Farm|1555 Knowles Road, Headland, AL 36345|Headland|Alabama||-85.3658857922919|31.3732306519103|36345||https://www.facebook.com/corndodgersfarm||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2809|default-agritourism-4-3.jpg|Country Best Farms|711 Moates Road, Enterprise, AL 36330|Enterprise|Alabama||-85.8807499562683|31.342247170966|36330||https://www.facebook.com/country-best-farm-113376004172621/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2842|default-agritourism-4-3.jpg|Craft's Blueberry Farm|060 Eastaboga Road, Talladega, AL 35160|Talladega|Alabama||-86.0530509433764|33.4531169601274|35160||https://www.facebook.com/craftsblueberryfarm||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2847|default-agritourism-4-3.jpg|Chattahoochee Ridge Cattle Company|860 County Road 71, Shorterville, AL 36373|Shorterville|Alabama||-85.1081960744033|31.4703843120138|36373||https://www.facebook.com/crcccattle||||http://duckduckgo.com/?q=chattahoochee+ridge+cattle+company&atb=v175-1&ia=web&iaxm=maps||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2856|default-agritourism-4-3.jpg|Critter Creek Farm & Wildlife Center|332 Cabin Creek Drive, Vance, AL 35490|Vance|Alabama||-87.1974170773771|33.2871735663379|35490||https://www.facebook.com/critter-creek-farm-petting-farm-and-wildlife-center/119671054709659||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2878|default-agritourism-4-3.jpg|C Watts Farm|351 Oak Grove Road, Munford, AL 36268|Munford|Alabama||-85.9980059722429|33.5147549880271|36268||https://www.facebook.com/curtpat351/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2891|default-agritourism-4-3.jpg|Fall Festival At BamaJam Farms|951 County Rd 156, Enterprise, AL 36330|Enterprise|Alabama||-85.8680436479253|31.4142795181691|36330||https://www.facebook.com/darrylworley||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||2936|default-agritourism-4-3.jpg|Dempsey Farms|County Rd. 28, Lafayette, AL 36862|Lafayette|Alabama||-85.4788435563497|32.8823177186767|36862||https://www.facebook.com/dempsey-farms-745886362176519/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3010|default-agritourism-4-3.jpg|Down on the Farm|2257 Heaton Road, Rainsville, AL 36986|Rainsville|Alabama||-85.8599018381785|34.4647804216833|35986||https://www.facebook.com/down-on-the-farm-pumpkin-patchcorn-maze-125632164457/||||http://www.downonthefarminal.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3201|default-agritourism-4-3.jpg|Farmer in the Dell Pumpkin Patch|Wire Road, Auburn, AL  36830|Auburn|Alabama||-85.5013584318977|32.5953974254943|36830||https://www.facebook.com/fitdpumpkinpatch/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3209|default-agritourism-4-3.jpg|Flatwoods Pumpkin Patch|520 70th Avenue, Northport, AL 35473|Northport|Alabama||-87.6299043030827|33.2532172926857|35473||https://www.facebook.com/flatwoodsbaptist/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3247|default-agritourism-4-3.jpg|Four R Farms|255 South County Road 85, Slocomb, AL 36375|Slocomb|Alabama||-85.6028250630208|31.0463694645842|36375||https://www.facebook.com/fourrfarms||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3285|default-agritourism-4-3.jpg|The Vineyard at FrogHoller|149 County Lake Road, New Market, AL 35761|New Market|Alabama||-86.4593759382844|34.8432394584703|35761||https://www.facebook.com/froghollervineyard/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3327|default-agritourism-4-3.jpg|Gardner's Berry Farm|909 County Road 68 North, Robertsdale, AL 36567|Robertsdale|Alabama||-87.6575134439139|30.6478998413317|36567||https://www.facebook.com/gardners-berry-farm-1441898306045272||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3378|default-agritourism-4-3.jpg|GNH Farm|295 Martling Gap Road, Albertville, AL 35950|Albertville|Alabama||-86.2039526489963|34.2727947418329|35950||https://www.facebook.com/gnhfarm||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3431|default-agritourism-4-3.jpg|Grateful Garcia Farm|605 Old Stage Road, Atmore, AL 36502|Atmore|Alabama||-87.3805200156665|31.3078500057142|36502||https://www.facebook.com/gratefulgarciafarm/||||https://www.instagram.com/gratefulgarciafarm||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3476|default-agritourism-4-3.jpg|Griffin Farm Pumpkin Patch|826 Griffin Road, West Blocton, AL 35184|West Blocton|Alabama||-87.2157593801257|33.1286898920125|35184||https://www.facebook.com/griffin-farms-pumpkin-patch-639751309370635/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3488|default-agritourism-4-3.jpg|Baldwin Blueberries|28427 County Road 65, , AL 36561|Loxley|Alabama||-87.7082499990744|30.6393974982804|36561||https://www.facebook.com/groups/1789217138048939||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3555|default-agritourism-4-3.jpg|Hardman Blueberry Farm|202 Montecello Street, Scottsboro, AL 35768|Scottsboro|Alabama||-86.0160450013429|34.6738799962559|35768||https://www.facebook.com/hardmanblueberries||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3682|default-agritourism-4-3.jpg|Hillcrest Farm|497 Hixson Road, Elberta, AL 36530|Elberta|Alabama||-87.4956096221641|30.42177200274|36530||https://www.facebook.com/hillcrestfarmalabama||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3726|default-agritourism-4-3.jpg|Holmestead Farm|6582 Clay County Road 7, Talladega, Alabama, 35160|Talladega|Alabama||-86.0457827900895|33.2147757008564|35160||https://www.facebook.com/holmesteadfarm-||||https://www.holmesteadfarm.com/directions/||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3798|default-agritourism-4-3.jpg|Hyde's Harvest|214 Ardwall Road, Toney, AL 35773|Toney|Alabama||-86.7533179590261|34.9106639832774|35773||https://www.facebook.com/hydesharvest/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3832|default-agritourism-4-3.jpg|Isbell's Pumpkin Farm|2998 Aycock Cemetery Road, Leighton, AL, 35646|Leighton|Alabama||-87.5890412511207|34.5944555138545|35646||https://www.facebook.com/isbellspumpkinfarm||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3836|default-agritourism-4-3.jpg|Isom's Orchard|24198 US Highway 72, , AL 35613|Athens|Alabama||-86.8964589884954|34.7676589920966|35613||https://www.facebook.com/isomsorchard||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3874|default-agritourism-4-3.jpg|Jerry Marsh Farm|Marsh Cutoff Road, Box 234, Cleveland, AL  35049|Cleveland|Alabama||-86.6085021788185|33.934531369444|35049||https://www.facebook.com/jerrymarshfarms||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3880|default-agritourism-4-3.jpg|Jimmy Durbin Farms Sunshine Farms|728 Co Rd 37, Clanton, AL 35045|Clanton|Alabama||-86.71492842974|32.904880087532|35045||https://www.facebook.com/jimmy-durbin-farms-sunshine-farms-480400325484012/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3921|default-agritourism-4-3.jpg|Judy Bee's Honey And Berry Farm|Downs Road, , AL 35117|Mount Olive|Alabama||-86.8788999909902|33.6708639951753|35117||https://www.facebook.com/judybeeshoneyandberryfarm||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3941|default-agritourism-4-3.jpg|Five Oak Farms|022 County Road 1716, Holly Pond, AL 35083|Holly Pond|Alabama||-86.6328123437972|34.218166467949|35083||https://www.facebook.com/kathychambershoward/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||3946|default-agritourism-4-3.jpg|K&D U-Pick Blueberries|658 Townsend Rd, Woodstock, AL 35188|Woodstock|Alabama||-87.1711170241102|33.1801419952792|35188||https://www.facebook.com/kdblueberries||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4048|default-agritourism-4-3.jpg|Weeks Beay Plantation (aka, LA Berry Farms)|562 Mary Ann Beach Rd, Fairhope, AL 36532|Fairhope|Alabama||-87.8523799552636|30.3995804359367|36532||https://www.facebook.com/laberryfarms-||||https://laberryfarms.com/location/||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4094|default-agritourism-4-3.jpg|Lawsons Farms LLC|025 Big Springs Road, Ashland, AL 36251|Ashland|Alabama||-85.8937814085204|33.2040772795583|36251||https://www.facebook.com/lawson.farms.9||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4108|default-agritourism-4-3.jpg|Leavelle's Berries|952 Foxfire Road, Buhl, AL 35446|Buhl|Alabama||-87.7917888721432|33.1524070237669|35446||https://www.facebook.com/leavelle-farms-blueberries-141214395893352||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4185|default-agritourism-4-3.jpg|LouAllen Farms|1974 county road 177, Moulton, Alabama, 35650|Moulton|Alabama||-87.336233978782|34.4685019946045|35650||https://www.facebook.com/louallenfarms||||https://louallenfarms.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4219|default-agritourism-4-3.jpg|Lyrene's Blueberry Farm|11911-a State Highway 104, Fairhope, AL  36532|Fairhope|Alabama||-87.8207359778791|30.5509830082539|36532||https://www.facebook.com/lyrenesblueberries||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4229|default-agritourism-4-3.jpg|Mae-berry Blueberry Farm|515 Happy Hollow Road, Odenville, AL 35120|Odenville|Alabama||-86.4170980297109|33.6611950088577|35120||https://www.facebook.com/mae-berry-blueberry-farm-394618743932372||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4230|default-agritourism-4-3.jpg|Magnolia Corn Maze|15275 County Road 49, Summerdale, AL 36580|Summerdale|Alabama||-87.7793029731974|30.4487560179312|36580||https://www.facebook.com/magcornmaze/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4233|default-agritourism-4-3.jpg|Maggie Valley Berry Patch and Farms|458 Babe Wright Road, Grant, AL 35747|Grant|Alabama||-86.1933159670761|34.5697799858496|35747||https://www.facebook.com/maggie-valley-berry-patch-and-gardens-289468346442||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4307|default-agritourism-4-3.jpg|McCraw Farms|299 County Road 15, Maplesville, AL 36750|Maplesville|Alabama||-86.7966430107116|32.6946130034954|36750||https://www.facebook.com/mccrawsupick/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4324|default-agritourism-4-3.jpg|McMichen's Lost Creek Farm & Forage|318 County Road 633, Ranburne, AL 36273|Ranburne|Alabama||-85.4277859041858|33.5282870165192|36273||https://www.facebook.com/mcslostcreek||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4333|default-agritourism-4-3.jpg|Meadowlark Farms of Fairhope|562 Mary Ann Beach Road, Fairhope, AL 36532|Fairhope|Alabama||-87.8523799552636|30.3995804359367|36532||https://www.facebook.com/meadowlarkfarmsoffairhope||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4336|default-agritourism-4-3.jpg|Leslie's Little Bit of Heaven|521 West Cedar St., Birmingham,  AL|Birmingham|Alabama||-86.6957549875117|33.5758850041665|35206||https://www.facebook.com/media/set/?set=a.130171826995502.21338.128735340472484&type=1||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4388|default-agritourism-4-3.jpg|Mims Blueberry Farm|540 Antioch Rd, Somerville, AL 35670|Somerville|Alabama||-86.7386499637452|34.4613189969497|35670||https://www.facebook.com/mims-blueberry-farm-190767181072210||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4426|default-agritourism-4-3.jpg|Moody Family Farm|311 Ellen Street, Oneonta, AL 35121|Oneonta|Alabama||-86.4530579868951|33.9621019800948|35121||https://www.facebook.com/moody-farms-509147189163246||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4473|default-agritourism-4-3.jpg|Mullins Orchard|175 Oscar Patterson Rd, Meridianville, AL 35759|Meridianville|Alabama||-86.5139360011155|34.8818860179195|35759||https://www.facebook.com/mullinsorchard/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4489|default-agritourism-4-3.jpg|Jerry's Berries|281 Dogwood Lane, Jacksonville, AL 36265|Jacksonville|Alabama||-85.780995093193|33.8850142230533|36265||https://www.facebook.com/nancescreekfarms/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4490|default-agritourism-4-3.jpg|Nances Creek Farm|832 Old Rocky Ridge Rd, Jacksonville, AL 36265|Jacksonville|Alabama||-85.6940772298449|33.842227807148|36265||https://www.facebook.com/nancescreekfarms/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4501|default-agritourism-4-3.jpg|Navonod Farms|Kings Landing Road, Seminole, AL  36574|Seminole|Alabama||-87.4717745376933|30.4868717442606|36574||https://www.facebook.com/navonodfarms||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4570|default-agritourism-4-3.jpg|N.T. Christian Farm|249 County Road 68 East, Deatsville, AL 36022|Deatsville|Alabama||-86.4779369842624|32.6650900126738|36022||https://www.facebook.com/ntchristianfarm||||https://www.ntchristianfarm.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4577|default-agritourism-4-3.jpg|Oakachoy Nursery and Blueberry Farm|363 Coosa County Road 98, Equality, AL 36026|Equality|Alabama||-86.108483982323|32.7615489963263|36026||https://www.facebook.com/oakachoyblueberryfarm||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4656|default-agritourism-4-3.jpg|Our Happy Place Blueberry Farm|196 Wiljoy Road, Laceys Spring, AL 35754|Laceys Spring|Alabama||-86.624768984795|34.5128270073388|35754||https://www.facebook.com/ourhappyplaceblueberryfarm||||https://www.ourhappyplaceblueberryfarm.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4665|default-agritourism-4-3.jpg|Oxford's Trick or Treat on Main Street|Main Street, Oxford,  AL|Oxford|Alabama||-85.8344322179311|33.6170573196135|36203||https://www.facebook.com/oxfordtrickortreatonmainstreet||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4683|default-agritourism-4-3.jpg|Bill's Honey Farm|714 Moores Mill Road, Meridianville, AL 35759|Meridianville|Alabama||-86.5179935791288|34.8769209225471|35759||https://www.facebook.com/pages/bills-honey-farm/119852738189726||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4697|default-agritourism-4-3.jpg|Andrews U-Pick-It Fruit and Vegetable Farm, LLC|54 County Road 13, Clanton, AL 35045|Clanton|Alabama||-86.6842759711129|32.9187049870001|35045||https://www.facebook.com/pages/category/farm/andrews-u-pick-it-fruits-and-vegetable-farm-1008207019344928/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4829|default-agritourism-4-3.jpg|Vest U Pick It|181 Eva Road, Eva, AL 35621|Eva|Alabama||-86.7030685120998|34.4101679548139|35621||https://www.facebook.com/pages/vest-u-pick-it/132873726765375||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4838|default-agritourism-4-3.jpg|Bennett Farms|073 County Road 13, Heflin, AL 36264|Heflin|Alabama||-85.6053015708193|33.6035092913866|36264||https://www.facebook.com/pagesbennett-farms-132403443439864||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4873|default-agritourism-4-3.jpg|Paradise Pumpkin Patch|24 Hawkins Road, Eufaula, AL, 36027|Eufaula|Alabama||-85.3235394323963|31.813920587653|36027||https://www.facebook.com/paradisepumpkinpatch||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4933|default-agritourism-4-3.jpg|Burks Farm|000 Al Highway 69 N, Cullman, AL 35058|Cullman|Alabama||-86.7380114797054|34.2235758702791|35058||https://www.facebook.com/people/burks-farm/100057643442256/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||4952|default-agritourism-4-3.jpg|Perdido Vineyards|100 County Road 47, Perdido, AL 36562|Perdido|Alabama||-87.6322492052152|31.1181901077034|36562||https://www.facebook.com/perdidovineyards||||https://www.instagram.com/perdidovineyards/||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5032|default-agritourism-4-3.jpg|Planting Chicks Farm|286 Weeks Road, Hazel Green, AL 35750|Hazel Green|Alabama||-86.6686670233815|34.9835359980276|35750||https://www.facebook.com/plantingchicks/||||https://www.instagram.com/plantingchicksfarm286||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5047|default-agritourism-4-3.jpg|Pocahontas Produce aka McCalla Produce|146 Pocahontas Road, Bessemer, AL 35022|Bessemer|Alabama||-86.9800010953609|33.3185076266492|35022||https://www.facebook.com/pocahontasproduce||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5065|default-agritourism-4-3.jpg|Poppy's & Patty's Blueberry Farm|143 Al Highway 54 @ 4 Mile Marker, Florala, AL 36442|Florala|Alabama||-86.2712799880054|30.9962299982999|36442||https://www.facebook.com/poppysandpattys/||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5075|default-agritourism-4-3.jpg|Powell Blueberry Farm|11285 Beverly Jeffries Hwy, Citronelle , AL|Citronelle|Alabama||-88.3090939877131|31.0801230003499|36522||https://www.facebook.com/powell-blueberry-farm/323260286187?rf=319791821432112||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5131|default-agritourism-4-3.jpg|Oakview Farms|164 Dewberry Trail, Wetumpka, AL 36093|Wetumpka|Alabama||-86.1386030102794|32.5000220083166|36093||https://www.facebook.com/profile.php?id=100064625921642||||https://www.oakviewfarms.com||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5289|default-agritourism-4-3.jpg|Reeves Peach Farm|447 Hwy 36E, Hartselle, AL 35640|Hartselle|Alabama||-86.8823329670738|34.4465539811396|35640||https://www.facebook.com/reeves-peach-farm-211408912222707||||https://www.reevespeaches.com/||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5456|default-agritourism-4-3.jpg|Sand Mountain Vineyards|710 County Road 123, Henagar, AL 35978|Henagar|Alabama||-85.8698968683567|34.6243905599091|35978||https://www.facebook.com/sandmountainvineyards||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5543|default-agritourism-4-3.jpg|Shady Grove Road Blueberry Patch|Macon County Road 81, Tuskegee, AL  36083|Tuskegee|Alabama||-85.7629299656315|32.4053705703289|36083||https://www.facebook.com/shadygroveroadblueberrypatch||||||||Feb 12th, 2024
AL|||agritourism business|agritourism|1000||5550|default-agritourism-4-3.jpg|Ever-Hope Farm|60 Rochester Road, Jackson, AL 36545|Jackson|Alabama||-88.0164300315159|31.6265479855363|36545||https://www.facebook.com/shaunlaruewhite||||https://www.ever-hopefarm.org||||Feb 12th, 2024
