_fsep_query_state|brief_desc|contact_name|directory_name|directory_type|distance|listing_desc|listing_id|listing_image|listing_name|location_address|location_city|location_state|location_street|location_x|location_y|location_zipcode|media_blog|media_facebook|media_instagram|media_pinterest|media_twitter|media_website|media_youtube|mydesc|term|updatetime
AL||Wanda Merritt|on-farm market|onfarmmarket|1000||700931|default-onfarmmarket-4-3.jpg|Hill View Farms|949 Phillips Rd, Cleveland, Alabama 35049|Cleveland|Alabama|949 Phillips Rd|-86.608803|33.965800|35049||||||||||Mar 23rd, 2015
AL||Lynn and Teresa Moody|on-farm market|onfarmmarket|1000||700457|default-onfarmmarket-4-3.jpg|Moody Family Farm|311 Ellen Street, Oneonta, Alabama 35121|Oneonta|Alabama|311 Ellen Street|-86.452663|33.962313|35121||||||||||Mar 28th, 2015
AL||LAWRENCE A. GARDNER|on-farm market|onfarmmarket|1000||701303|default-onfarmmarket-4-3.jpg|GARDNER'S BERRY FARM|21909 COUNTY ROAD 68 NORTH, ROBERTSDALE, Alabama 36567|ROBERTSDALE|Alabama|21909 COUNTY ROAD 68 NORTH|-87.649709|30.6497850|36567||Gardners Berry Farm||||www.gardnersberryfarm.com||||Nov 4th, 2015
AL||Suzy Lowry Geno|on-farm market|onfarmmarket|1000||701008|default-onfarmmarket-4-3.jpg|Old Field Farm General Store|3142 State Highway 132, Oneonta, Alabama 35121|Oneonta|Alabama|3142 State Highway 132|-86.420852|33.9669593|35121||https://www.facebook.com/pages/Old-Field-Farm-General-Store/115315242053||||www.suzysfarm.com||||Sep 2nd, 2014
AL||Barbara Suberi|on-farm market|onfarmmarket|1000||700469|default-onfarmmarket-4-3.jpg|Suberis Blueberry Farm|27608 County Road 65, Loxley, Alabama 36551|Loxley|Alabama|27608 County Road 65|-87.708242|30.6289090|36551||||||||||Sep 30th, 2014
AK||Kim Burnham|on-farm market|onfarmmarket|1000||701550|default-onfarmmarket-4-3.jpg|Magpie Mini-farm|12th & Main st. , Skagway , Alaska 99840|Skagway|Alaska|12th & Main st.|-135.31072|59.460729|99840||https://www.facebook.com/Magpie.etcetera||||https://magpie-103280.square.site/||||Aug 15th, 2020
AK||River Bean|on-farm market|onfarmmarket|1000||700846|default-onfarmmarket-4-3.jpg|Arctic Organics|1305 N. Smith Rd., Palmer, Alaska 99645|Palmer|Alaska|1305 N. Smith Rd.|-149.02532|61.593207|99645||||||Arctic Organics.com||||Aug 17th, 2014
AK||Chad Freeborn|on-farm market|onfarmmarket|1000||701435|default-onfarmmarket-4-3.jpg|Serenity Farm|73 Brown Rd, Phenix City, Alaska 36869|Phenix City|Alaska|73 Brown Rd|-85.182649|32.447297|36869|http://thinkserenity.com/blog/|https://www.facebook.com/AlabamaSerenityFarm/||||http://thinkserenity.com||||Dec 7th, 2017
AK||Christopher Grasse|on-farm market|onfarmmarket|1000||701208|default-onfarmmarket-4-3.jpg|Monastery Acres|19045 Darby Road, Eagle River, Alaska 99577|Eagle River|Alaska|19045 Darby Road|-149.52708|61.360154|99577||||||||||Feb 9th, 2015
AK||Becky and Tim Hammond|on-farm market|onfarmmarket|1000||700006|default-onfarmmarket-4-3.jpg|White Fireweed Farm|6400 Baseline, Fairbanks, Alaska 99712|Fairbanks|Alaska|6400 Baseline|-146.97699|64.867087|99712||https://www.facebook.com/whitefireweedfarm||||||||Jul 26th, 2014
AZ||Lisa Thompson|on-farm market|onfarmmarket|1000||700017|default-onfarmmarket-4-3.jpg|Thunder Mountain Alpaca Ranch|, Palominas / Hereford, Arizona 85615|Palominas / Hereford|Arizona||-110.21865|31.357113|85615||https://www.facebook.com/ThunderMountainAlpacaRanch||||||||Aug 13th, 2014
AZ||Scott Brown|on-farm market|onfarmmarket|1000||700178|default-onfarmmarket-4-3.jpg|Wholesale Organic Chicken Feed and Grain Buyer's Club Phoenix Arizona|507 E Barbarita Ave, Gilbert, Arizona 85234|Gilbert|Arizona|507 E Barbarita Ave|-111.77949|33.3628495|85234|http://www.phoenixorganicfeed.com/blog|https://www.facebook.com/BackyardChickenFarmersUnite/info||||www.phoenixorganicfeed.com||||Aug 13th, 2014
AZ||Nate Neterval|on-farm market|onfarmmarket|1000||701586|default-onfarmmarket-4-3.jpg|Stone Tree Acres|11 Mesquite Lane, Concho, Arizona 85924|Concho|Arizona|11 Mesquite Lane|-109.63173|34.461412|85924||||||||||Feb 17th, 2021
AZ||Zheka|on-farm market|onfarmmarket|1000||701356|default-onfarmmarket-4-3.jpg|CitiFarms LLC|2024 N.7th Street , Phoenix , Arizona 85006|Phoenix|Arizona|2024 N.7th Street|-112.06580|33.4704390|85006||CitiFarms|||CitiFarms|CitiFarms.com||||Jul 12th, 2016
AZ||Lance Eggers|on-farm market|onfarmmarket|1000||700539|default-onfarmmarket-4-3.jpg|Briggs & Eggers Orchards|27197 S. Brookerson Rd., Wilcox, Arizona 85643|Wilcox|Arizona|27197 S. Brookerson Rd.|-109.92724|32.455554|85643||||||http://www.briggs-eggers.com||||Jul 26th, 2014
AZ||Denise Purvis|on-farm market|onfarmmarket|1000||700779|default-onfarmmarket-4-3.jpg|Harris Heritage Growers|27811 S. Sonoita Highway, Sonoita, Arizona 85637|Sonoita|Arizona|27811 S. Sonoita Highway|-110.67234|31.752720|85637||https://www.facebook.com/HarrisHeritageGrowers||||||||May 12th, 2015
AZ||Kim McElroy|on-farm market|onfarmmarket|1000||701565|default-onfarmmarket-4-3.jpg|Broken Horn D Ranch|11325 STRICKLAND WASH RD, PRESCOTT, Arizona 86305|PRESCOTT|Arizona|11325 STRICKLAND WASH RD|-112.66974|34.756704|86305||https://www.facebook.com/BHDRanch||||www.BHDRanch.com||||Oct 26th, 2020
AZ||Jesse Petty|on-farm market|onfarmmarket|1000||700255|default-onfarmmarket-4-3.jpg|Our Garden|16500 N. Stallion Pl., Tucson, Arizona 85739|Tucson|Arizona|16500 N. Stallion Pl.|-110.89689|32.505129|85739||||||www.ourgardencatalina.com||||Sep 19th, 2014
AZ||Jennifer Vallier|on-farm market|onfarmmarket|1000||701097|default-onfarmmarket-4-3.jpg|Elderberry Edibles CSA & Market Garden|1700 N Wentworth Rd, Tucson, Arizona 85749|Tucson|Arizona|1700 N Wentworth Rd|-110.71876|32.2419960|85749||https://www.facebook.com/ElderberryEdibles?ref=hl||||www.elderberryedibles.com||||Sep 24th, 2014
AZ||John Wann|on-farm market|onfarmmarket|1000||701100|default-onfarmmarket-4-3.jpg|Orchard Community Learning Center|911 West Baseline Road, Phoenix, Arizona 85041|Phoenix|Arizona|911 West Baseline Road|-112.08618|33.377375|85041||Orchard Community Learning Center||||www.orchardlearningcenter.org||||Sep 25th, 2014
CA||Alli Cecchini|on-farm market|onfarmmarket|1000||701448|default-onfarmmarket-4-3.jpg|First Generation Farmers|1230 Delta Rd, Knightsen, California 94548|Knightsen|California|1230 Delta Rd|-121.67104|37.969019|94548|https://firstgenerationfarmers.org/blogs/|https://www.facebook.com/1stgenerationfarmers/|||@1stGenFarmers|https://www.firstgenerationfarmers.org/||||Apr 18th, 2018
CA||Mark Bernal|on-farm market|onfarmmarket|1000||700966|default-onfarmmarket-4-3.jpg|Bernal Properties|2500 Dahlberg Drive, Morgan Hill , California 95037|Morgan Hill|California|2500 Dahlberg Drive|-121.68309|37.1146863|95037||||||||||Apr 25th, 2015
CA||Helmut Klauer|on-farm market|onfarmmarket|1000||700758|default-onfarmmarket-4-3.jpg|Classic Organic Farm & Market|2323 Old Coast Hwy, Gaviota, California 93117|Gaviota|California|2323 Old Coast Hwy|-120.19203|34.543206|93117||www.facebook.com/pages/Classic-Organic-Farm-Market/101770889289?ref=mf||||www.classicorganic.org||||Aug 13th, 2014
CA||Laddie Hall|on-farm market|onfarmmarket|1000||700111|default-onfarmmarket-4-3.jpg|Farmer's Market at Long Meadow Ranch|738 Main Street, Saint Helena, California 94574|Saint Helena|California|738 Main Street|-122.46333|38.501022|94574||www.facebook.com/lmrwine|||https://www.twitter.com/LMRwine|www.longmeadowranch.com||||Aug 1st, 2014
CA||Darlene Finley|on-farm market|onfarmmarket|1000||700854|default-onfarmmarket-4-3.jpg|Finley's Mountain Ranch|1700 Orr Springs Rd, Ukiah, California 95482|Ukiah|California|1700 Orr Springs Rd|-123.24057|39.1837980|95482||||||www.finleysmountainranch.com||||Aug 20th, 2014
CA||Bob Steinacher|on-farm market|onfarmmarket|1000||700905|default-onfarmmarket-4-3.jpg|Maywood Farms|3635 Mt. Shasta Ave., Corning, California 96021|Corning|California|3635 Mt. Shasta Ave.|-122.22790|39.9050950|96021||https://www.facebook.com/pages/Maywood-Farms/461257050564079||||www.maywoodfarms.com||||Aug 23rd, 2014
CA||Becky Neilson|on-farm market|onfarmmarket|1000||700919|default-onfarmmarket-4-3.jpg|Neilson Family Farm|6900 Andressen Rd, Sheridan, California 95681|Sheridan|California|6900 Andressen Rd|-121.35624|38.9979600|95681||||||||||Aug 24th, 2014
CA||Alice|on-farm market|onfarmmarket|1000||700694|default-onfarmmarket-4-3.jpg|Knaus Apple Ranch|19042 Cherry Lane (corner Tucker Rd & Cherry Ln), Tehachapi, California 93561|Tehachapi|California|19042 Cherry Lane (corner Tucker Rd & Cherry Ln)|-118.46794|35.120309|93561||||||www.knausappleranch.com/||||Aug 25th, 2014
CA||Josh Zannon|on-farm market|onfarmmarket|1000||700934|default-onfarmmarket-4-3.jpg|Santa Barbara Pistachio Company|3380 Highway 33, Ventucopa, California 93252|Ventucopa|California|3380 Highway 33|-119.47889|34.843676|93252||https://www.facebook.com/pages/Santa-Barbara-Pistachio-Company/159650100721699|||https://www.twitter.com/sbpistachios1|www.sbpistachios.com||||Aug 25th, 2014
CA||Susan Clark|on-farm market|onfarmmarket|1000||700939|default-onfarmmarket-4-3.jpg|Schmidt Road Ranch|5990 Guerneville rd, Sebastopol, California 95472|Sebastopol|California|5990 Guerneville rd|-122.85458|38.450938|95472||||||||||Aug 25th, 2014
CA||Peggy Jo Sayre|on-farm market|onfarmmarket|1000||701295|default-onfarmmarket-4-3.jpg|SAYRE FARMS|295 Pleasant Ave, Santa Rosa , California 95403|Santa Rosa|California|295 Pleasant Ave|-122.78399|38.543404|95403||||||||||Aug 25th, 2015
CA||Steve Williams|on-farm market|onfarmmarket|1000||700472|default-onfarmmarket-4-3.jpg|Maxs Miracle Ranch|3476 Smith Avenue, Biggs, California 95917|Biggs|California|3476 Smith Avenue|-121.69067|39.4320010|95917||||||www.maxsmiracles.org||||Aug 26th, 2014
CA||Ron & Karen Macedo|on-farm market|onfarmmarket|1000||700512|default-onfarmmarket-4-3.jpg|R.A.M. Farms Inc. Pumpkin Patch & Corn Maze|716 N. Daubenberger Rd, Turlock, California 95380|Turlock|California|716 N. Daubenberger Rd|-120.81445|37.4992530|95380||https://www.facebook.com/pumpkinpatchandcornmaze||||ramfarms.com||||Aug 26th, 2014
CA||Nathan Rakov|on-farm market|onfarmmarket|1000||700972|default-onfarmmarket-4-3.jpg|Tzaddik Farm|21986 Lyons Valley Rd, Alpine , California|Alpine|California|21986 Lyons Valley Rd|-116.67641|32.7515670||N/A|https://www.facebook.com/tzaddikfarm||||http://www.tzaddikfarm.com/||||Aug 28th, 2014
CA||Justin Wylie|on-farm market|onfarmmarket|1000||700814|default-onfarmmarket-4-3.jpg|The Branch & Vine|38802 Ave 12, Bonadelle Ranchos-Madera Ranchos , California 93636|Bonadelle Ranchos-Madera Ranchos|California|38802 Ave 12|-119.84463|36.921673|93636||https://www.facebook.com/branchandvine||||Thebranchandvine.com||||Aug 6th, 2014
CA||Jim Mathys|on-farm market|onfarmmarket|1000||700815|default-onfarmmarket-4-3.jpg|Jesus Center Community Farm|West 16th ST & Normal Ave., Chico, California 95928|Chico|California|West 16th ST & Normal Ave.|-121.83039|39.717817|95928||||||||||Aug 6th, 2014
CA||Lana Kitchel|on-farm market|onfarmmarket|1000||701634|default-onfarmmarket-4-3.jpg|Kitchel Family Organics|25255 3rd Ave, Los Molinos, California 96055|Los Molinos|California|25255 3rd Ave|-122.09657|40.063708|96055||https://www.facebook.com/KitchelFamilyOrganics||||https://www.kitchelfamilyorganics.com||||Feb 14th, 2022
CA||Susan Yaszay|on-farm market|onfarmmarket|1000||701438|default-onfarmmarket-4-3.jpg|Bel Cielo Villa LLC|40650 Sierra maria rd , Murrieta , California 92562|Murrieta|California|40650 Sierra maria rd|-117.30986|33.540500|92562||Belcielovilla||||www.belcielovilla.com||||Jan 14th, 2018
CA||Pat Schellin Mecklenburg|on-farm market|onfarmmarket|1000||701439|default-onfarmmarket-4-3.jpg|Derby Walnuts|3620 Gallagher Road, Rio Oso, California 95674|Rio Oso|California|3620 Gallagher Road|-121.48318|38.969894|95674|https://www.derbywalnuts.com/blog/|https://www.facebook.com/derbywalnuts/||||https://www.derbywalnuts.com||||Jan 23rd, 2018
CA||SUSAN ABERNATHY|on-farm market|onfarmmarket|1000||701282|default-onfarmmarket-4-3.jpg|Cloverfield|501 La Paloma Rd., El Sobrante, California 94803|El Sobrante|California|501 La Paloma Rd.|-122.30866|37.9724040|94803||https://www.facebook.com/cloverfieldorganic||||||||Jul 11th, 2015
CA||Susan Brady|on-farm market|onfarmmarket|1000||700258|default-onfarmmarket-4-3.jpg|Freestone Ranch|PO Box 314, Valley Ford, California 94972|Valley Ford|California|PO Box 314|-122.90851|38.349227|94972||||||freestoneranch.com||||Jul 23rd, 2014
CA||Jane Harris|on-farm market|onfarmmarket|1000||700128|default-onfarmmarket-4-3.jpg|Harris Family Farm|2640 Blair Road, Pollock Pines, California 95726|Pollock Pines|California|2640 Blair Road|-120.60165|38.762282|95726||https://www.facebook.com/harristreefarm||||www.harristreefarm.com||||Jul 26th, 2014
CA||Richard Hansen|on-farm market|onfarmmarket|1000||700656|default-onfarmmarket-4-3.jpg|Hansens Blueberry Farm|3325 Houghton Ave, Corning, California 96021|Corning|California|3325 Houghton Ave|-122.18830|39.894708|96021||||||||||Jul 26th, 2014
CA||Debbie Svopa Meeuwse|on-farm market|onfarmmarket|1000||700789|default-onfarmmarket-4-3.jpg|Double Dutch Farms|345 Rose Court corner of Doak and Highland, Ripon, California 95366|Ripon|California|345 Rose Court corner of Doak and Highland|-121.14842|37.727654|95366||https://www.facebook.com/pages/Pom-Girl/158669604180922?fref=nf||||||||Jul 26th, 2014
CA||Marti Menacho|on-farm market|onfarmmarket|1000||700091|default-onfarmmarket-4-3.jpg|Olivas de Oro Olive Company|4625 La Panza Road, Creston, California 93432|Creston|California|4625 La Panza Road|-120.50267|35.5162160|93432||https://www.facebook.com/OlivasDeOroOliveCompany||||www.olivasdeoro.com||||Jul 27th, 2014
CA||Kim Consol|on-farm market|onfarmmarket|1000||700224|default-onfarmmarket-4-3.jpg|Star.Rose Ranch|County Road 56, Guinda, California 95637|Guinda|California|County Road 56|-122.20229|38.819076|95637||https://www.facebook.com/StarRoseRanch||||www.starroseranch.com||||Jul 27th, 2014
CA||Douglass Adair|on-farm market|onfarmmarket|1000||700252|default-onfarmmarket-4-3.jpg|Pato's Dream Date Gardens|60-499 Harrison St., Thermal, California 92274|Thermal|California|60-499 Harrison St.|-116.10287|33.468212|92274||||||||||Jul 27th, 2014
CA||Jenny Cavaliere|on-farm market|onfarmmarket|1000||700335|default-onfarmmarket-4-3.jpg|High Sierra Beef, Inc.|14582 Indiana School Road, Oregon House, California 95962|Oregon House|California|14582 Indiana School Road|-121.23785|39.381273|95962||www.facebook.com/jennycavaliere3||||http://www.highsierrabeef.com||||Jul 27th, 2014
CA||Amy McBirney|on-farm market|onfarmmarket|1000||700417|default-onfarmmarket-4-3.jpg|Red Barn Farm Pasture-Raised Poultry|PO Box 21294, San Jose, California 95151|San Jose|California|PO Box 21294|-121.75625|37.225748|95151||||||www.redbarnfarmpoultry.webs.com||||Jul 27th, 2014
CA||Phyliss Pruden|on-farm market|onfarmmarket|1000||701540|default-onfarmmarket-4-3.jpg|Six Bar Ranch|3729 Catlett Road, Pleasant Grove, California 95668|Pleasant Grove|California|3729 Catlett Road|-121.47099|38.852006|95668||https://www.facebook.com/sixbarranch/||||www.sixbarranch.net||||Jul 27th, 2020
CA||Karen Stone|on-farm market|onfarmmarket|1000||700196|default-onfarmmarket-4-3.jpg|Yolo Land & Cattle 100% Grass Fed Beef|37874 County Road 28, Woodland, California 95695|Woodland|California|37874 County Road 28|-121.80498|38.6050989|95695||||||www.yololandandcattle.com||||Jul 28th, 2014
CA||Richard and Patty Lyons|on-farm market|onfarmmarket|1000||700601|default-onfarmmarket-4-3.jpg|Roaring L Ranch|11124 Monte Vista Road, Phelan, California 92371|Phelan|California|11124 Monte Vista Road|-117.56063|34.4522580|92371||||||||||Jul 28th, 2014
CA||Michael Wong|on-farm market|onfarmmarket|1000||700661|default-onfarmmarket-4-3.jpg|Loving Nature Farm, Inc.|38883 Z Line Road, Clarksburg, California 95612|Clarksburg|California|38883 Z Line Road|-121.62174|38.373191|95612||||||LovingNatureFarm.com||||Jul 28th, 2014
CA||Karin Sinclair|on-farm market|onfarmmarket|1000||700280|default-onfarmmarket-4-3.jpg|Sinclair Family Farm|7209 Church Street, Penryn, California 95663|Penryn|California|7209 Church Street|-121.16917|38.852928|95663||karinsinclair|||https://www.twitter.com/karinsinclair|www.sinclairfamilyfarm.net||||Jul 29th, 2014
CA||Jeanne Deaver|on-farm market|onfarmmarket|1000||700086|default-onfarmmarket-4-3.jpg|Amador Flower Farm|22001 Shenandoah School Road, Plymouth, California 95669|Plymouth|California|22001 Shenandoah School Road|-120.80419|38.528671|95669||https://www.facebook.com/pages/Amador-Flower-Farm-Nursery/129585181590||||AmadorFlowerFarm.com||||Jul 30th, 2014
CA||Mary Fahey|on-farm market|onfarmmarket|1000||700104|default-onfarmmarket-4-3.jpg|Wise Acre Farm|6613 Harrington Avenue, Arbuckle, California 95912|Arbuckle|California|6613 Harrington Avenue|-122.06608|38.9530130|95912||https://www.facebook.com/pages/Wise-Acre-Farm/167689377472?ref=hl||||||||Jul 30th, 2014
CA||Claudia Estrada|on-farm market|onfarmmarket|1000||700129|default-onfarmmarket-4-3.jpg|Harmony Lavender|7045 Sycamore Rd., Atascadero, California 93422|Atascadero|California|7045 Sycamore Rd.|-120.64940|35.4973160|93422||https://www.facebook.com/harmonylavender|||https://www.twitter.com/harmonylavender|||||Jul 30th, 2014
CA||Terrie Cook|on-farm market|onfarmmarket|1000||700264|default-onfarmmarket-4-3.jpg|Berry Heaven|5170 Marshall Road, Garden Valley, California 95633|Garden Valley|California|5170 Marshall Road|-120.86701|38.847827|95633||https://www.facebook.com/pages/Berry-Heaven-USA/184265071641852?ref=hl||||www.BerryHeavenUSA.com||||Jul 30th, 2014
CA||Jason Kendall|on-farm market|onfarmmarket|1000||700316|default-onfarmmarket-4-3.jpg|Kendall Farms|4230 White Lilac Rd, Fallbrook, California 92028|Fallbrook|California|4230 White Lilac Rd|-117.16462|33.3923559|92028||https://www.facebook.com/Kendall.Farms||||www.kendall-farms.com||||Jul 30th, 2014
CA||Glenn Anderson|on-farm market|onfarmmarket|1000||700347|default-onfarmmarket-4-3.jpg|Anderson Almonds|6401 Hultberg Rd, Hilmar, California 95324|Hilmar|California|6401 Hultberg Rd|-120.89612|37.381382|95324||||||ANDERSONALMONDS.COM||||Jul 30th, 2014
CA||Dale Bostrom|on-farm market|onfarmmarket|1000||700504|default-onfarmmarket-4-3.jpg|Summerset & Farm Dale's Nursery|3450 Baseline Ave, Santa Ynez, California 93460|Santa Ynez|California|3450 Baseline Ave|-120.08107|34.633692|93460||www.facebook.com/SummersetFarm?ref=hl||||www.facebook.com/SummersetFarm?ref=hl||||Jul 30th, 2014
CA||Nori Naylor|on-farm market|onfarmmarket|1000||700653|default-onfarmmarket-4-3.jpg|Naylor Organics|38918 Road 64, Dinuba, California 93618|Dinuba|California|38918 Road 64|-119.42900|36.497327|93618|peachfuzzbuzz.wordpress.com/|www.facebook.com/naylor.organics|||www.twitter.com/NaylorOrganics|www.kyf2/me/ca/0012||||Jul 30th, 2014
CA||Cheryl Swanson|on-farm market|onfarmmarket|1000||700431|default-onfarmmarket-4-3.jpg|Willowbrook Apple Farm|12099 S. Oak Glen Road, Oak Glen, California 92399|Oak Glen|California|12099 S. Oak Glen Road|-116.94021|34.0350800|92399||||||willowbrookapple.tripod.com||||Jul 31st, 2014
CA||Keng|on-farm market|onfarmmarket|1000||701276|default-onfarmmarket-4-3.jpg|Xiong Fresh Basket|8711 Bradshaw Road, Elk Grove, California 95624|Elk Grove|California|8711 Bradshaw Road|-121.33350|38.443863|95624||||||||||Jun 19th, 2015
CA||JOHN OLIVAS|on-farm market|onfarmmarket|1000||701524|default-onfarmmarket-4-3.jpg|Rancho Notso Grande|11961 Excelsior Avenue, Hanford, California 93230|Hanford|California|11961 Excelsior Avenue|-119.66139|36.401610|93230||https://www.facebook.com/RanchoNotso/||||https://www.ranchonotso.com||||Jun 4th, 2020
CA||Carol Faust|on-farm market|onfarmmarket|1000||701219|default-onfarmmarket-4-3.jpg|Faust Family Farm|9742 Dillwood Rd., Oakdale , California 95361|Oakdale|California|9742 Dillwood Rd.|-120.79311|37.779937|95361||https://www.facebook.com/pages/Faust-Family-Farm/207071019443543?ref=hi||||http://www.localharvest.org/faust-family-farm-M49252||||Mar 1st, 2015
CA||MELINDA PRICE|on-farm market|onfarmmarket|1000||701509|default-onfarmmarket-4-3.jpg|Peace and Plenty Farm|4550 Soda Bay Road, Kelseyville, California 95451|Kelseyville|California|4550 Soda Bay Road|-122.82627|39.011529|95451|https://www.peaceandplenty.events/|@peaceplentyfarm||||https://www.peaceplentyfarm.com||||Mar 20th, 2020
CA||Keiko Nakagawa|on-farm market|onfarmmarket|1000||700802|default-onfarmmarket-4-3.jpg|Nakagawa Ranches|5981 Mountain Ranch Road, San Andreas, California 95249|San Andreas|California|5981 Mountain Ranch Road|0.045662|0.049438|95249||||||www.nakagawaranches.com||||Mar 23rd, 2015
CA||Lou Ballou|on-farm market|onfarmmarket|1000||700996|default-onfarmmarket-4-3.jpg|Ballou's Farm|550 Golden Road, Fallbrook, California 92028|Fallbrook|California|550 Golden Road|-117.24439|33.3725040|92028||||||||||Mar 23rd, 2015
CA||Laura Kapusnik|on-farm market|onfarmmarket|1000||701085|default-onfarmmarket-4-3.jpg|Farm Stand West|2115 Miller Ave, Escondido, California 92025|Escondido|California|2115 Miller Ave|-117.08007|33.092108|92025||http://www.facebook.com/FransOriginalFarmStand|||http://twitter.com/FarmstandWest|http://www.thefarmstandwest.com/||||Mar 23rd, 2015
CA||Edwin Rambuski|on-farm market|onfarmmarket|1000||700025|default-onfarmmarket-4-3.jpg|Templeton Valley Farms|880 Climbing Tree Lane, Templeton, California 93465|Templeton|California|880 Climbing Tree Lane|-120.64107|35.5744920|93465||https://www.facebook.com/TempletonValleyFarms||||http://www.templetonvalleyfarms.com/||||Mar 25th, 2015
CA||Paul Van Warmerdam|on-farm market|onfarmmarket|1000||701322|default-onfarmmarket-4-3.jpg|Top Line Milk|6335 Oakdale Road, Winton, California 95388|Winton|California|6335 Oakdale Road|-120.58656|37.442705|95388||https://www.facebook.com/toplinemilk/|||https://twitter.com/TopLineMilk|www.toplinemilk.com||||Mar 30th, 2016
CA||Katrina Lomax|on-farm market|onfarmmarket|1000||701514|default-onfarmmarket-4-3.jpg|Loose Rooster Ranch|3280 Bixler Road, Brentwood , California 94513|Brentwood|California|3280 Bixler Road|-121.62364|37.893067|94513||@looseroost||||www.looseroosterranch.com||||Mar 31st, 2020
CA||Top Hill Farm|on-farm market|onfarmmarket|1000||701337|default-onfarmmarket-4-3.jpg|Top Hill Farm|2195 Base Line Roaf, Roseville, California 95747|Roseville|California|2195 Base Line Roaf|-121.32192|38.7514201|95747|Top hill farms log spot.com|||||Tophillfarm.com||||May 13th, 2016
CA||Suzi Grady|on-farm market|onfarmmarket|1000||701622|default-onfarmmarket-4-3.jpg|Petaluma Bounty|55 Shasta Ave, Petaluma, California 94952|Petaluma|California|55 Shasta Ave|-122.62843|38.242618|94952||https://www.facebook.com/petalumabounty/||||www.petalumabounty.org||||Nov 22nd, 2021
CA||Burgeson Family Farm|on-farm market|onfarmmarket|1000||700529|default-onfarmmarket-4-3.jpg|Burgeson Family Farm|9911 Quail Hill Drive, Newcastle, California 95658|Newcastle|California|9911 Quail Hill Drive|-121.11492|38.8688000|95658||||||www.burgesonfamilyfarm.com||||Oct 12th, 2014
