_fsep_query_state|brief_desc|contact_name|directory_name|directory_type|distance|listing_desc|listing_id|listing_image|listing_name|location_address|location_city|location_state|location_street|location_x|location_y|location_zipcode|media_blog|media_facebook|media_instagram|media_pinterest|media_twitter|media_website|media_youtube|mydesc|term|updatetime
AL|||farmers market|farmersmarket|1000||308278|default-farmersmarket-4-3.jpg|Albertville Farmers Market|116 W MAIN ST, BERTVILLE, ALBERTVILLE, AL 35950|ALBERTVILLE|Alabama|116 W MAIN ST, BERTVILLE|-86.20907036284322|34.267951019308626|35950||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308279|default-farmersmarket-4-3.jpg|Alexander City Downtown Market|16 Broad St., Alexander City, AL 35010|Alexander City|Alabama|16 Broad St.|-85.95361526452832|32.94503634469432|35010||||||http://www.mainstreetac.org||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308280|default-farmersmarket-4-3.jpg|Andalusia Power Plant Farmers' Market|256 Historic Central St., Andalusia, AL 36420|Andalusia|Alabama|256 Historic Central St.|-86.47964812806862|31.30687011549621|36420||https://www.facebook.com/powerplantfarmersmarket||||http://www.cityofandalusia.com/leisure-services/power-plant-farmers-market.html||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308281|default-farmersmarket-4-3.jpg|Anniston Downtown Market|176 W. 12th St., Anniston, AL 36201|Anniston|Alabama|176 W. 12th St.|-85.83260555395283|33.659726359471726|36201||https://www.facebook.com/annistonmarket||||http://www.annistonmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308282|default-farmersmarket-4-3.jpg|Arab Farmers' Market|307 N. Main St., Arab, AL 36016|Arab|Alabama|307 N. Main St.|-86.49581072821816|34.31974695909701|36016||||||http://www.arabcity.org||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308283|default-farmersmarket-4-3.jpg|Athens Farmers' Market|409 W. Green St., Athens, AL 35611|Athens|Alabama|409 W. Green St.|-86.97358681585723|34.801341270132696|35611||https://www.facebook.com/AthensSaturdayMarket||||http://www.athenssaturdaymarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308284|default-farmersmarket-4-3.jpg|Attalla Downtown Farmers' Market|3rd St. NW & Commerce St. NW, Attalla, AL 35954|Attalla|Alabama|3rd St. NW & Commerce St. NW|-86.09234710878906|34.01879538076524|35954||||||http://attallacity.com/attalla-farmer-s-market||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308285|default-farmersmarket-4-3.jpg|Bailey Cove Farmers' Market|12200 Bailey Cove Rd., Huntsville, AL 35803|Huntsville|Alabama|12200 Bailey Cove Rd.|-86.53813168776126|34.63096168337203|35803||https://www.facebook.com/bcfarmersmarket||||http://baileycovefarmersmarket.blogspot.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308286|default-farmersmarket-4-3.jpg|Bay Minette Farmers Market|301 MCMEANS AVE, BAY MINETTE, AL 36507|BAY MINETTE|Alabama|301 MCMEANS AVE|-87.78567916512583|30.880755789772916|36507||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308287|default-farmersmarket-4-3.jpg|Bayou Farmers Market|13790 South Wintzell Avenue, Bayou La Batre, AL 36509|Bayou La Batre|Alabama|13790 South Wintzell Avenue|-88.24769883547933|30.408651968094556|36509||https://www.facebook.com/BPSOSGulfCoast?fref=ts||||https://www.bpsos.org/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308288|default-farmersmarket-4-3.jpg|Bessemer Farmers Market|2 19TH ST N, BESSEMER, AL 35020|BESSEMER|Alabama|2 19TH ST N|-86.95035466411741|33.40078765761755|35020||http://www.facebook.com/BessemerFarmersMarket||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308289|default-farmersmarket-4-3.jpg|"BIG D""""s CURB MARKET"|10733 Highway 431 S, New Hope, AL 35760|New Hope|Alabama|10733 Highway 431 S|-86.41778103136934|34.533971529735645|35760||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308290|default-farmersmarket-4-3.jpg|Blount County Farmers' Market|500 New St., Oneonta, AL 35121|Oneonta|Alabama|500 New St.|-86.47112129913765|33.94443877327483|35121||https://www.facebook.com/bcofarmersmarket||||http://www.bcoabc.com/market||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308291|default-farmersmarket-4-3.jpg|Brewton Choo-choo Farmers' Market|205 Bellville Ave., Brewton, AL 36426|Brewton|Alabama|205 Bellville Ave.|-87.07160633833757|31.104909795806293|36426||https://www.facebook.com/Brewton-Choo-choo-Farmers-Market-198625133635498||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308292|default-farmersmarket-4-3.jpg|Butler County Farmers' Market|701 Oliver St., Greenville, AL 36037|Greenville|Alabama|701 Oliver St.|-86.62889834580574|31.830725296519468|36037||https://www.facebook.com/ButlerCountyFarmersMarket||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308293|default-farmersmarket-4-3.jpg|Calera Farmers Market|9758 STATE RTE 25, CALERA, AL 35040|CALERA|Alabama|9758 STATE RTE 25|-86.7681964200099|33.09736963497477|35040||||||http://www.calerafarmersmarket.com||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308294|default-farmersmarket-4-3.jpg|Calhoun County Farmers' Market|1702 Noble St., Anniston, AL 36201|Anniston|Alabama|1702 Noble St.|-85.82981858575388|33.66648472705713|36201||https://www.facebook.com/Calhoun-County-Farmers-Market-Anniston-Alabama-229117993913912||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308295|default-farmersmarket-4-3.jpg|Center Point Parkway Market|335 Polly Reed Rd., Center Point, AL 35215|Center Point|Alabama|335 Polly Reed Rd.|-86.67458900561304|33.629968019030045|35215||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308296|default-farmersmarket-4-3.jpg|Chicago Street Farmers Market|125 East Laurel Avenue, Foley, AL 36530|Foley|Alabama|125 East Laurel Avenue|-87.68329068445334|30.406432589111905|36530||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308297|default-farmersmarket-4-3.jpg|City Market|1150 S GAY ST, AUBURN, AL 36830|AUBURN|Alabama|1150 S GAY ST|-85.47512729701911|32.585280524069276|36830||http://www.facebook.com/CityMarketAuburnAL/||||http://www.auburnalabama.org/parks/programs/city-market/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308298|default-farmersmarket-4-3.jpg|City of Centre Farmers' Market|635 Armory Rd., Centre, AL 35960|Centre|Alabama|635 Armory Rd.|-85.6680090193022|34.157988985142666|35960||||||https://cherokeecountyalabama.wordpress.com/2015/06/16/farmers-market-2/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308299|default-farmersmarket-4-3.jpg|Clio Market|21 College St., Clio, AL 36311|Clio|Alabama|21 College St.|-85.61893147756167|31.707842853918283|36311||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308300|default-farmersmarket-4-3.jpg|Coastal Alabama Farmers and Fishermen Market|104 North McKenzie Street., Foley, AL 36535|Foley|Alabama|104 North McKenzie Street.|-87.68381028356903|30.40571297192097|36535||https://www.facebook.com/CoastalAlabamaMarket?fref=ts||||https://www.coastalalabamamarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308301|default-farmersmarket-4-3.jpg|College Street Farmers Market|526 E COLLEGE ST, FLORENCE, AL 35630|FLORENCE|Alabama|526 E COLLEGE ST|-87.66974047313727|34.80167166139814|35630||http://www.facebook.com/CollegeStreetMarket/||||http://www.collegestreetmarket.org/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308302|default-farmersmarket-4-3.jpg|CUMC Farmers' Market|6101 Grelot Rd., Mobile, AL 36609|Mobile|Alabama|6101 Grelot Rd.|-88.19075318323489|30.66113052277336|36609||||||http://www.christumcmobile.com/events/2015/6/2/farmers-market||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308303|default-farmersmarket-4-3.jpg|Daleville Farmers' Market|493 N. Daleville Ave., Daleville, AL 36322|Daleville|Alabama|493 N. Daleville Ave.|-85.71727202916749|31.301594534063003|36322||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308304|default-farmersmarket-4-3.jpg|Dekalb County Farmers' Market|151 18th St. N., Fort Payne, AL 35967|Fort Payne|Alabama|151 18th St. N.|-85.70686227062626|34.45729213649835|35967||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308305|default-farmersmarket-4-3.jpg|East Wilcox County Farmers' Market|869 County Rd. 59, Pine Apple, AL 36726|Pine Apple|Alabama|869 County Rd. 59|-87.00067881554415|31.908130226994654|36726||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308306|default-farmersmarket-4-3.jpg|Eastchase Farmers' Market|7274 Eastchase Pkwy., Montgomery, AL 36117|Montgomery|Alabama|7274 Eastchase Pkwy.|-86.16727182074413|32.360231797744994|36117||||||http://www.theshoppesateastchase.com/info/farmersMarket2015||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308307|default-farmersmarket-4-3.jpg|Elberta Farmers Market|24978 State Street, Elberta, AL 36530|Elberta|Alabama|24978 State Street|-87.5990702977479|30.41431378098425|36530||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308308|default-farmersmarket-4-3.jpg|Enterprise Farmers' Market|525 N. Main St., Enterprise, AL 36330|Enterprise|Alabama|525 N. Main St.|-85.8576970882214|31.319012210924416|36330||||||http://www.enterpriseal.gov/#!farmers-market/c1hqb||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308309|default-farmersmarket-4-3.jpg|Fairhope Outdoor Farmers Market|Magnolia Avenue and North Bancroft Street, Fairhope, AL 36532|Fairhope|Alabama|Magnolia Avenue and North Bancroft Street|-87.90200003790763|30.52445000993295|36532||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308310|default-farmersmarket-4-3.jpg|Fairview Farmers' Market|60 W.Fairview Ave., Montgomery, AL 36105|Montgomery|Alabama|60 W.Fairview Ave.|-86.31003418164|32.35174774175345|36105||https://www.facebook.com/fairviewfarmersmarket||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308311|default-farmersmarket-4-3.jpg|Farmers Market at Latham UMC|109 WEATHERLY RD SE, HUNTSVILLE, AL 35803|HUNTSVILLE|Alabama|109 WEATHERLY RD SE|-86.56591489961613|34.646702540692466|35803||http://www.facebook.com/FarmersMarketAtLathamUMC||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308312|default-farmersmarket-4-3.jpg|Farmers Market of Mobile|2245 HLS MILL RD, MOBILE, AL 36606|MOBILE|Alabama|2245 HLS MILL RD|-88.0975803525508|30.659704896803788|36606||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308313|default-farmersmarket-4-3.jpg|Fayette Co. Farmers Market|650 MCCONNELL LOOP, FAYETTE, AL 35555|FAYETTE|Alabama|650 MCCONNELL LOOP|-87.80698658996633|33.73163356915062|35555||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308314|default-farmersmarket-4-3.jpg|Fitzpen Place Farmers Market|11247 US Highway 31, Spanish Fort, AL 36526|Spanish Fort|Alabama|11247 US Highway 31|-87.82831418553327|30.676896579126286|36526||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308315|default-farmersmarket-4-3.jpg|Flomaton Farmers Market|435 PAFOX ST, FLOMATON, AL 36441|FLOMATON|Alabama|435 PAFOX ST|-87.25994744548107|31.001376905360917|36441||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308316|default-farmersmarket-4-3.jpg|Florence - Lauderdale Farmers' Market|451 Fairground Rd., Florence, AL 35630|Florence|Alabama|451 Fairground Rd.|-87.67880253926715|34.83754749270231|35630||https://www.facebook.com/pages/FlorenceLauderdale-Farmers-Market/161838843844406||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308317|default-farmersmarket-4-3.jpg|Forland Family Market|20733 Miflin Road, Foley, AL 36535|Foley|Alabama|20733 Miflin Road|-87.66868096202084|30.37160600552876|36535||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308318|default-farmersmarket-4-3.jpg|Franklin County Farmers' Market|202 Green Ave. SW, Russellville, AL 35653|Russellville|Alabama|202 Green Ave. SW|-87.73276939427625|34.50457141843047|35653||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308319|default-farmersmarket-4-3.jpg|Gadsden Farmers' Market|Albert Rains Blvd. @ 90 Walnut St., Gadsden, AL 35902|Gadsden|Alabama|Albert Rains Blvd. @ 90 Walnut St.|-86.00880499999994|34.014035000000035|35902||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308320|default-farmersmarket-4-3.jpg|Gardendale Farmers' Market|857 Main St., Gardendale, AL 35071|Gardendale|Alabama|857 Main St.|-86.81130183555807|33.64833327573607|35071||https://www.facebook.com/GardendaleFarmersMarket||||http://www.gardendalefarmersmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308321|default-farmersmarket-4-3.jpg|Greene Street Market At Nativity|304 Eustis Ave. SE, Huntsville, AL 35801|Huntsville|Alabama|304 Eustis Ave. SE|-86.58310028511038|34.73069013708403|35801||https://www.facebook.com/The-Greene-Street-Market-at-Nativity-199822090052758||||http://www.greenestreetmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308322|default-farmersmarket-4-3.jpg|Greene/Sumter County Farmers Market|137 Furse Ln., Eutaw, AL 35462|Eutaw|Alabama|137 Furse Ln.|-87.88159493144424|32.83406041337764|35462||https://www.facebook.com/gscfmcoop||||http://www.gscfarmersmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308323|default-farmersmarket-4-3.jpg|Guntersville Farmers Market|1500 SUNSET DR, GUNTERSVILLE, AL 35976|GUNTERSVILLE|Alabama|1500 SUNSET DR|-86.32632238967659|34.337786670466876|35976||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308324|default-farmersmarket-4-3.jpg|Halls Mill Road Farmers Market|2245 Halls Mill Road, Mobile, AL 36606|Mobile|Alabama|2245 Halls Mill Road|-88.0975803525508|30.659704896803788|36606||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308325|default-farmersmarket-4-3.jpg|Healthworks Farmers' Market (Huntsville Hospital)|101 Governors Dr., Huntsville, AL 35801|Huntsville|Alabama|101 Governors Dr.|-86.57936518369796|34.71996078269658|35801||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308326|default-farmersmarket-4-3.jpg|Helena Market Days|4151 Helena Rd., Helena, AL 35080|Helena|Alabama|4151 Helena Rd.|-86.8436064893578|33.29486227500382|35080||https://www.facebook.com/The.Helena.Market.Days||||http://www.helenamarketdays.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308327|default-farmersmarket-4-3.jpg|Highway 45 Market|1401 A St. Stephens Road, Prichard, AL 36612|Prichard|Alabama|1401 A St. Stephens Road|-88.10352001716547|30.731634018352082|36612||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308328|default-farmersmarket-4-3.jpg|Historic Langdale Farmers' Market|6000 20th Ave., Valley, AL 36854|Valley|Alabama|6000 20th Ave.|-85.17112914219466|32.814262751765305|36854||https://www.facebook.com/langdalefarmersmarket||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308329|default-farmersmarket-4-3.jpg|Homegrown Alabama Farmers' Market|812 5th Ave., Tuscaloosa, AL 35401|Tuscaloosa|Alabama|812 5th Ave.|-87.542247531847|33.20768324061504|35401||https://www.facebook.com/homegrown.alabama||||http://www.homegrownalabama.org/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308330|default-farmersmarket-4-3.jpg|Houston Co. Farmers Market|1699 ROSS CLARK CIR, DOTHAN, AL 36301|DOTHAN|Alabama|1699 ROSS CLARK CIR|-85.37526426595551|31.194933669848847|36301||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308331|default-farmersmarket-4-3.jpg|Jackson Farmers' Market|1701 College Ave., Jackson, AL 36545|Jackson|Alabama|1701 College Ave.|-87.89290973166062|31.52743260009885|36545||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308332|default-farmersmarket-4-3.jpg|Jacksonville Farmers' Market|Public Square E., Jacksonville, AL 36265|Jacksonville|Alabama|Public Square E.|-85.76095996692821|33.8138116587669|36265||https://www.facebook.com/Farmers-Market-of-Jacksonville-Al-584908684928975||||http://jacksonvillealfarmersmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308333|default-farmersmarket-4-3.jpg|Latham Umc Farmers' Market|109 Weatherly Rd. SE, Huntsville, AL 35803|Huntsville|Alabama|109 Weatherly Rd. SE|-86.56591489961613|34.646702540692466|35803||https://www.facebook.com/LathamFarmersMarket||||http://www.lathamfarmersmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308334|default-farmersmarket-4-3.jpg|Lawrence County Farmers' Market|13182 AL Hwy. 157, Moulton, AL 35650|Moulton|Alabama|13182 AL Hwy. 157|-87.2858424798463|34.504831422238254|35650||https://www.facebook.com/Lawrence-County-Farmers-Market-493105314174360||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308335|default-farmersmarket-4-3.jpg|Leeds Farmers' Market|7901 Parkway Dr. , at 6th St., Leeds, AL 35094|Leeds|Alabama|7901 Parkway Dr. , at 6th St.|-86.54457998766777|33.54449699797877|35094||||||http://www.fma.alabama.gov/mapmarkets.aspx?County=JEFFERSON&OrgType=Market||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308336|default-farmersmarket-4-3.jpg|Limestone County Farmers' Market|409 Green St. W., Athens, AL 35612|Athens|Alabama|409 Green St. W.|-86.97414003637347|34.80102500170517|35612||||||http://www.limestonecounty-al.gov/LC_Farmers_Market.html||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308337|default-farmersmarket-4-3.jpg|Locust Grove Farmers' Market|171 County Lake Rd., New Market, AL 35761|New Market|Alabama|171 County Lake Rd.|-86.45946496960927|34.84319201837758|35761||https://www.facebook.com/locustgrovefarmersmarket||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308338|default-farmersmarket-4-3.jpg|Macon County Farmers' Market|Elm St. and Spring St., Tuskegee, AL 36088|Tuskegee|Alabama|Elm St. and Spring St.|-85.69364004102239|32.42548999955201|36088||||||http://www.tuskegee.edu/about_us/outreach/farmers_market.aspx||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308339|default-farmersmarket-4-3.jpg|Madison City Farmers Market|1088 HUGHES RD, MADISON, AL 35758|MADISON|Alabama|1088 HUGHES RD|-86.74128090491676|34.733645079906076|35758||http://www.facebook.com/madisoncityfarmersmarket||||http://www.madisoncityfarmersmarket.com||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308340|default-farmersmarket-4-3.jpg|Madison County Farmers' Market|1022 Cook Ave., Huntsville, AL 35801|Huntsville|Alabama|1022 Cook Ave.|-86.59970608602458|34.74320985572215|35801||||||http://www.madisoncountyal.gov/services/farmers-market||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308341|default-farmersmarket-4-3.jpg|Main Street Market|95 E. Oak St., Oxford, AL 36203|Oxford|Alabama|95 E. Oak St.|-85.83367800611708|33.61584501509361|36203||https://www.facebook.com/Downtownaftersundown||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308342|default-farmersmarket-4-3.jpg|Market At Dothan|1300 MONTGOMERY HWY, DOTHAN, AL 36303|DOTHAN|Alabama|1300 MONTGOMERY HWY|-85.4029508842601|31.238952126918033|36303||http://www.facebook.com/MarketAtDothan||||http://Marketatdothan.locallygrown.net||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308343|default-farmersmarket-4-3.jpg|Market on the Hill|1 University Boulevard, Mobile, AL 36633|Mobile|Alabama|1 University Boulevard|-88.17297397561975|30.688187009975408|36633||||||https://www.ncsmobile.org/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308344|default-farmersmarket-4-3.jpg|Market on the Square|300 Conti St., Mobile, AL 36602|Mobile|Alabama|300 Conti St.|-88.04391965148004|30.690367130676716|36602||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308345|default-farmersmarket-4-3.jpg|MicroGreen Market|8442 Rockwell Lane, Fairhope, AL 36532|Fairhope|Alabama|8442 Rockwell Lane|-87.8782458393704|30.495213531577928|36532||https://www.facebook.com/microgreenmarket||||https://microgreenmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308346|default-farmersmarket-4-3.jpg|Millbrook Farmers' Market|Main St. at Grandview Rd., Millbrook, AL 36054|Millbrook|Alabama|Main St. at Grandview Rd.|-86.36108001058972|32.476519990002984|36054||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308347|default-farmersmarket-4-3.jpg|Montgomery Curb Market|1004 Madison Ave., Montgomery, AL 36104|Montgomery|Alabama|1004 Madison Ave.|-86.29518560638401|32.38031696988033|36104||https://www.facebook.com/Montgomery-Curb-Market-279923578708900||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308348|default-farmersmarket-4-3.jpg|Montgomery State Farmers Market|1655 FEDER DR, MONTGOMERY, AL 36107|MONTGOMERY|Alabama|1655 FEDER DR|-86.26667727018108|32.40463181797426|36107||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308349|default-farmersmarket-4-3.jpg|Morgan County/Decatur Farmers' Market|211 1st Ave. SE, Decatur, AL 35601|Decatur|Alabama|211 1st Ave. SE|-86.98655075159861|34.603391112298105|35601||https://www.facebook.com/Morgan-CountyDecatur-Farmers-Market-174610319238067||||http://www.decaturfarmersmarket.org/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308350|default-farmersmarket-4-3.jpg|Moundville Farmers' Market|39751 Hwy. 69, Moundville, AL 35474|Moundville|Alabama|39751 Hwy. 69|-87.62452654576566|32.98849500049611|35474||||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308351|default-farmersmarket-4-3.jpg|Mt Laurel Farmers' Market|50 Manning Pl., Birmingham, AL 35242|Birmingham|Alabama|50 Manning Pl.|-86.63036657777408|33.407714349568785|35242||https://www.facebook.com/MtLaurelFarmersMarket||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308352|default-farmersmarket-4-3.jpg|Northport Farmers' Market|4150 5th St., Northport, AL 35476|Northport|Alabama|4150 5th St.|-87.59785557679545|33.21987698210491|35476||https://www.facebook.com/Northport-AL-Farmers-Market-246449475499612/||||http://www.npfarmersmarket.com/||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308353|default-farmersmarket-4-3.jpg|Ozark Farmers' Market|275 N. Union Ave., Ozark, AL 36360|Ozark|Alabama|275 N. Union Ave.|-85.6405028344096|31.460070851417036|36360||https://www.facebook.com/Ozark-Farmers-Market-725940530760124||||||||Mar 20th, 2023
AL|||farmers market|farmersmarket|1000||308354|default-farmersmarket-4-3.jpg|Pepper Place Market|2829 2nd Ave. S., Birmingham, AL 35233|Birmingham|Alabama|2829 2nd Ave. S.|-86.79183512997331|33.51633014130214|35233||https://www.facebook.com/pepperplacemarket||||http://www.pepperplacemarket.com/||||Mar 20th, 2023
