_fsep_query_state|brief_desc|contact_name|directory_name|directory_type|distance|listing_desc|listing_id|listing_image|listing_name|location_address|location_city|location_state|location_street|location_x|location_y|location_zipcode|media_blog|media_facebook|media_instagram|media_pinterest|media_twitter|media_website|media_youtube|mydesc|term|updatetime
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Cut flowers;Dry beans;Eggs;Herbs;Grains/flour;Honey;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Olive oil and vinegar;|Thomas Nelson|food hub|foodhub|1000||500148|default-foodhub-4-3.jpg|Capay Valley Farm Shop|26797 State Highway 16, Esparto, California 95627|Esparto|California|26797 CA-16|-122.01391|38.6882465|95627||||||http://capayvalleyfarmshop.com/||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Canned or preserved fruits/vegetables; Cut flowers; Dry beans; ...||Aug 29th, 2017
CA|Open: Year-round<br>Available Products: Canned or preserved fruits/vegetables;Coffee/tea;Dry beans;Grains/flour;Honey;Juices/non-alcoholic ciders;Nuts;Pet food;Wild harvested forest products;|Angel Yordanov|food hub|foodhub|1000||500083|default-foodhub-4-3.jpg|Organic Power Foods|, Placerville, California|Placerville|California||-120.79854|38.7296252|||https://www.facebook.com/organicpowerfoods|||https://twitter.com/goodorganicfood|http://organicpowerfoods.com||Open: Year-round<br>Available Products: Canned or preserved fruits/vegetables; Coffee/tea; Dry beans; Grains/flour; Honey; Juices/non-alcoholic ciders; Nuts; ...||Feb 7th, 2015
CA|Open: March to June<br>Available Products: Fresh fruits;Ojai Pixie Tangerines;|Ojai Pixie Growers Association|food hub|foodhub|1000||500001|default-foodhub-4-3.jpg|Ojai Pixie Growers Association|15275 Maricopa Hwy, Ojai, California 93023|Ojai|California|15275 Maricopa Hwy|-119.29144|34.4813063|93023||https://www.facebook.com/pages/Ojai-Pixies/126429450749443?ref=hl||||www.ojaipixies.com||Open: March to June<br>Available Products: Fresh fruits; Ojai Pixie Tangerines; ||Jul 29th, 2014
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Nuts;Tofu/non-animal protein;|Nicole Mason|food hub|foodhub|1000||500216|default-foodhub-4-3.jpg|Veritable Vegetable|1100 Cesar Chavez, San Francisco, California 94124|Central Waterfront|California|1100 Cesar Chavez|-122.38911|37.7505071|94124||https://www.facebook.com/veritablevegetable||||www.veritablevegetable.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Cut flowers; Dairy products; Dry beans; Eggs; Grains/flour; ...||Mar 5th, 2021
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;Wild harvested forest products;|Warren King|food hub|foodhub|1000||500188|default-foodhub-4-3.jpg|Food Commons Fresno|202 Van Ness Avenue, Fresno, California 93721|Roosevelt|California|202 Van Ness Ave|-119.78033|36.72713|93721||https://www.facebook.com/OooobyFresno/|||https://twitter.com/oooobyfresno|https://www.ooooby.org/fresno||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut ...||Mar 6th, 2019
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Herbs;Honey;Beef, Beef Jerky;|John L. Bailey|food hub|foodhub|1000||500104|default-foodhub-4-3.jpg|Top 10 Produce LLC|1319 Burton Avenue, Suite C, Salinas, California 93901|Salinas|California|1319 Burton Ave|-121.62764|36.6502667|93901||www.facebook.com/top10produce|||www.twitter.com/top10fresh|www.top10produce.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Herbs; Honey; Beef, Beef Jerky; ||May 12th, 2016
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Herbs;Grains/flour;Honey;Nuts;|Dana Harvey|food hub|foodhub|1000||500117|default-foodhub-4-3.jpg|Mandela MarketPlace|1364 7th Street, Oakland, California 94607|Acorn|California|1364 7th St|-122.29252|37.8049685|94607||https://www.facebook.com/pages/Mandela-Marketplace/131273713549358|||https://twitter.com/MandelaMarket|http://www.mandelamarketplace.org||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Cut flowers; ...||May 2nd, 2017
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Cut flowers;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;|Lisa Igoe|food hub|foodhub|1000||500223|default-foodhub-4-3.jpg|Foodshed Small Farm Distro and Resource Hub|3340 Fairmount Ave., San Diego, California 92105|City Heights|California|3340 Fairmount Ave|-117.10121|32.7410926|92105||foodshedinc||||foodshedsmallfarmdistro.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Canned or preserved fruits/vegetables; Cut flowers; Eggs; Fish/seafood; ...||Nov 1st, 2021
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wine/spirits/beer/hard cider;|Susie Sutphin|food hub|foodhub|1000||500211|default-foodhub-4-3.jpg|Tahoe Food Hub|12116 Chandelle Way unit d, Truckee, California 96161|Truckee|California|12116 Chandelle Way|-120.15067|39.3202598|96161||||||12116 Chandelle Way unit d||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut ...||Sep 15th, 2020
CA|Open: Year-round<br>Available Products: Canned or preserved fruits/vegetables;Nuts;|Michael Braga|food hub|foodhub|1000||500061|default-foodhub-4-3.jpg|Braga Organic Farms Inc|10668 ROAD 26 1/2, MADERA, California 93637|Madera|California|10668 Rd 26 1/2|-120.06537|36.9051594|93637||https://www.facebook.com/bragaorganicfarms||||www.buyorganicnuts.com||Open: Year-round<br>Available Products: Canned or preserved fruits/vegetables; Nuts; ||Sep 1st, 2014
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;|Martin Goodwin|food hub|foodhub|1000||500070|default-foodhub-4-3.jpg|Goodwin's Organic Foods & Drinks|191 W. Big Spring Road, Riverside, California 92507|University|California|191 W Big Springs Rd|-117.31541|33.9759616|92507||||||www.goodwinsorganics.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut ...||Sep 30th, 2014
CA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Herbs;Mushrooms;|Nicole Parziale|food hub|foodhub|1000||500151|default-foodhub-4-3.jpg|Alba Organics|1700 Old Stage Rd, Salinas, California 93908|Salinas|California|1700 Old Stage Rd|-121.51926|36.612027|93908||||||www.aggrigator.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Herbs; Mushrooms; ||Sep 5th, 2017
CO|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;|Nicholas Chambers|food hub|foodhub|1000||500213|foodhub_500213_12282_20220414221135.png|Valley Roots Food Hub|5401 Terry Street, Mosca, Colorado 81146|Mosca|Colorado|5401 Terry St|-105.87582|37.6529292|81146||@valleyrootsfoodhub|||none|www.valleyrootsfoodhub.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Dairy ...||Apr 14th, 2022
CO|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Red/other non-poultry meat and products;Soap/body care products;|Matthew Kottenstette|food hub|foodhub|1000||500184|default-foodhub-4-3.jpg|Farm Runners LLC|235 Hwy 133, Hotchkiss, Colorado 81419|Hotchkiss|Colorado|235 CO-133|-107.71238|38.800666|81419||https://www.facebook.com/FarmRunners/||||https://FarmRunners.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut ...||Jan 21st, 2019
CO|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;|Elizabeth Mozer|food hub|foodhub|1000||500004|default-foodhub-4-3.jpg|LoCo Food Distribution|229 N US HWY 287, Fort Collins, Colorado 80524|Fort Collins|Colorado|229 N U.S. Hwy 287|-105.08040|40.6180146|80524||https://www.facebook.com/LoCoFoodDistribution||||http://www.locofooddistribution.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Dairy ...||Jul 25th, 2014
CO|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;|Meredith Myers|food hub|foodhub|1000||500090|default-foodhub-4-3.jpg|US Potato Board|4949 S. Syracuse St., #4000, Denver, Colorado 80237|Denver Tech Center|Colorado|4949 S Syracuse St|-104.90024|39.6259984|80237||https://www.facebook.com/PotatoesTatersAndSpuds||||http://www.potatogoodness.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; ||May 8th, 2015
CO|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;|Salvador Gonzalez|food hub|foodhub|1000||500220|default-foodhub-4-3.jpg|East Denver Food Hub|5080 Paris St, Denver, Colorado 80239|Montbello|Colorado|5080 Paris St|-104.84833|39.7897946|80239||https://www.facebook.com/eastdenverfoodhub/||||www.eastdenverfoodhub.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Dry beans; ...||Oct 20th, 2021
CO|Open: Year-round<br>Available Products: Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;|Chris Sramek|food hub|foodhub|1000||500003|default-foodhub-4-3.jpg|High Plains Food Cooperative|7900 E Union Ave.   Ste 200, Denver, Colorado 80237|Denver Tech Center|Colorado|7900 E Union Ave|-104.89604|39.6277464|80237||https://www.facebook.com/pages/High-Plains-Food-Co-op/134612536617378||||http://www.highplainsfood.org||Open: Year-round<br>Available Products: Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Dairy products; Dry ...||Sep 30th, 2014
CT|Open: Year-round<br>Available Products: Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;|Woodstock Sustainable Farms|food hub|foodhub|1000||500071|default-foodhub-4-3.jpg|Woodstock Sustainable Farms|211 Pulpit Rock Road, woodstock, Connecticut 06281|Woodstock|Connecticut|211 Pulpit Rock Rd|-72.002300|41.9539731|06281||Woodstock Sustainable Farms||||www.wssfarms.com||Open: Year-round<br>Available Products: Fresh vegetables; Canned or preserved fruits/vegetables; Eggs; Herbs; Poultry/fowl meat and products; ...||Oct 1st, 2014
FL|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;Wine/spirits/beer/hard cider;|Michael C DeFelice|food hub|foodhub|1000||500158|default-foodhub-4-3.jpg|Hernando County Growers' Association, Inc.|5344 White Road, Brooksville, Florida 34602|Brooksville|Florida|5344 White Rd|-82.277111|28.511311|34602||||||||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut ...||Dec 15th, 2017
FL|Open: Year-round<br>Available Products: Eggs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;|Jan Costa|food hub|foodhub|1000||500193|default-foodhub-4-3.jpg|Florida Fresh Meat Company|13770 S. Hwy 475, Summerfield, Florida 34491|Summerfield|Florida|13770 S Hwy 475|-82.121589|29.0221885|34491||https://www.facebook.com/GrassFed.BeefBaron/|||https://twitter.com/FlaFreshMeats|www.floridafreshmeat.com||Open: Year-round<br>Available Products: Eggs; Pet food; Poultry/fowl meat and products; Red/other non-poultry meat and products; ...||Jun 2nd, 2019
GA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Herbs;|Robin Chanin|food hub|foodhub|1000||500048|default-foodhub-4-3.jpg|Global Growers Network|1763 Big Valley Way, Stone Mountain, Georgia 30083|Stone Mountain|Georgia|1763 Big Valley Way|-84.201311|33.739206|30083||https://www.facebook.com/GlobalGrowers?ref=br_tf|||https://twitter.com/globalgrowers|www.globalgrowers.net||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Herbs; ||Aug 22nd, 2014
GA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;|Lily Rolader|food hub|foodhub|1000||500112|default-foodhub-4-3.jpg|The Common Market Georgia|1050 Oakleigh Dr, Atlanta, Georgia 30344|Jefferson Park|Georgia|1050 Oakleigh Dr|-84.423011|33.6909431|30344||https://www.facebook.com/thecommonmarketga/|||https://twitter.com/CommonMarketGA|https://www.thecommonmarket.org/||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Canned or preserved fruits/vegetables; Coffee/tea; Dairy products; Dry ...||Jan 5th, 2017
GA|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;|Julia Asherman|food hub|foodhub|1000||500107|default-foodhub-4-3.jpg|Middle Georgia Growers Cooperative|, Jeffersonville, Georgia|Jeffersonville|Georgia||-83.346556|32.687646|||https://www.facebook.com/middlegagrowers/||||http://www.middlegeorgiagrowers.com/||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Cut flowers; Dairy products; Eggs; Fish/seafood; ...||Jul 15th, 2016
GA|Open: Year-round<br>Available Products: Baked goods;Coffee/tea;Fish/seafood;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;|Kimberly Morris|food hub|foodhub|1000||500076|default-foodhub-4-3.jpg|One Source Foods|951 Peek Street, Conyers, Georgia 30012|Conyers|Georgia|951 Peek St NW|-84.020026|33.669011|30012||onesourcefoods||||www.onesourcefoods.net||Open: Year-round<br>Available Products: Baked goods; Coffee/tea; Fish/seafood; Honey; Poultry/fowl meat and products; Red/other non-poultry meat ...||Nov 5th, 2014
HI|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Eggs;Herbs;Honey;Red/other non-poultry meat and products;Soap/body care products;|Melissa Zeman|food hub|foodhub|1000||500038|default-foodhub-4-3.jpg|Oahu Fresh|845 Queen St., Honolulu, Hawaii 96813|Downtown|Hawaii|845 Queen St|-157.85579|21.2988892|96813||https://www.facebook.com/pages/Oahu-Fresh/159710474062352|||https://twitter.com/oahufresh|www.oahufresh.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Canned or preserved fruits/vegetables; Coffee/tea; Dairy products; Eggs; ...||Aug 6th, 2014
HI|Open: August to December<br>Available Products: Fresh fruits;Fresh vegetables;Cut flowers;Herbs;Honey;Wild harvested forest products;|"Meg \""Sunshine\"" Roberts"|food hub|foodhub|1000||500195|default-foodhub-4-3.jpg|Kohala Food Hub|55-230 Ho'ea Rd, Hawi, Hawaii 96719|Hawi|Hawaii|55-230 Hoea Rd|-155.82907|20.2555996|96719||||||||Open: August to December<br>Available Products: Fresh fruits; Fresh vegetables; Cut flowers; Herbs; Honey; Wild harvested ...||Jul 2nd, 2019
HI|Open: Year-round<br>Mālama Kaua’i is the first and largest Kaua’i food hub, distributing locally produced foods from over 126 different producers to consumers and commercial clients across the island.<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;|Megan Fox|food hub|foodhub|1000|Mālama Kaua’i is the first and largest Kaua’i food hub, distributing locally produced foods from over 126 different producers to consumers and commercial clients across the island.|500253|foodhub_500253_10047_20220318082250.png|Mālama Kaua’i|3204 Kuhio Highway, Lihue, HI, USA|Lihue|Hawaii|3204 Kuhio Highway|-159.36750|21.980169|96766|https://malamakauai.org/get-connected/blog/|https://facebook.com/malama.kauai|https://www.instagram.com/malama_kauai/?hl=en|||https://kauailocalfood.com/|https://m.youtube.com/channel/UCsKLh-zcyFDnCRe855IYPQw|Open: Year-round<br>Mālama Kaua’i is the first and largest Kaua’i food hub, distributing locally produced foods ...||Mar 18th, 2022
HI|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Fermented vegetables;|Robert Barreca|food hub|foodhub|1000||500176|default-foodhub-4-3.jpg|Farm Link Hawaii|Haleiwa Rd, Waialua, Hawaii 96791|North Shore|Hawaii||-158.11688|21.5765979|96791||https://www.facebook.com/farmlinkhawaii|||https://www.twitter.com/farmlinkhawaii|http://www.farmlinkhawaii.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Canned or preserved fruits/vegetables; Cut flowers; Dairy products; ...||May 14th, 2018
HI|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Honey;Mushrooms;Nuts;|Maureen Datta|food hub|foodhub|1000||500119|default-foodhub-4-3.jpg|Adaptations Inc|79-7500 Mamalahoa Hwy, Unit 1, Kealakekua, Hawaii 96750|Kealakekua|Hawaii|79-7500 Mamalahoa Hwy|-155.92365|19.525784|96750||https://www.facebook.com/adaptationsaloha/|||https://twitter.com/Hawaiifoodhub|www.adaptationsaloha.com||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut ...||May 2nd, 2017
HI|Open: Year-round<br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Coffee/tea;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Pet food;Soap/body care products;|Keith Ranney|food hub|foodhub|1000||500222|default-foodhub-4-3.jpg|Maui Hub|250 Alamaha St., S9, Kahului, Hawaii 96732|Kahului|Hawaii|250 Alamaha St|-156.45942|20.8865404|96732||https://www.facebook.com/MauiFoodHub||||https://mauihub.org/||Open: Year-round<br>Available Products: Fresh fruits; Fresh vegetables; Baked goods; Coffee/tea; Dairy products; Eggs; Fish/seafood; Herbs; ...||Oct 29th, 2021
